GeneSymbol	TCGA-A6-3807-01A-22	TCGA-A6-3808-01A-22	TCGA-A6-3810-01A-22	TCGA-AA-3518-01A-11	TCGA-AA-3525-01A-12	TCGA-AA-3526-01A-11	TCGA-AA-3529-01A-12	TCGA-AA-3531-01A-22	TCGA-AA-3534-01A-22	TCGA-AA-3552-01A-22	TCGA-AA-3554-01A-22	TCGA-AA-3558-01A-22	TCGA-AA-3561-01A-22	TCGA-AA-3664-01A-22	TCGA-AA-3666-01A-31	TCGA-AA-3672-01A-22	TCGA-AA-3684-01A-31	TCGA-AA-3695-01A-22	TCGA-AA-3710-01A-22	TCGA-AA-3715-01A-22	TCGA-AA-3818-01A-22	TCGA-AA-3848-01A-22	TCGA-AA-3864-01A-22	TCGA-AA-3986-01A-12	TCGA-AA-3989-01A-22	TCGA-AA-A004-01A-22	TCGA-AA-A00A-01A-22	TCGA-AA-A00E-01A-31	TCGA-AA-A00F-01A-31	TCGA-AA-A00J-01A-12	TCGA-AA-A00K-01A-12	TCGA-AA-A00N-01A-32	TCGA-AA-A00O-01A-13	TCGA-AA-A00R-01A-22	TCGA-AA-A00U-01A-41	TCGA-AA-A010-01A-31	TCGA-AA-A017-01A-22	TCGA-AA-A01C-01A-22	TCGA-AA-A01D-01A-23	TCGA-AA-A01F-01A-23	TCGA-AA-A01I-01A-12	TCGA-AA-A01K-01A-31	TCGA-AA-A01P-01A-23	TCGA-AA-A01R-01A-23	TCGA-AA-A01S-01A-23	TCGA-AA-A01T-01A-23	TCGA-AA-A01V-01A-24	TCGA-AA-A01X-01A-23	TCGA-AA-A01Z-01A-13	TCGA-AA-A022-01A-23	TCGA-AA-A024-01A-32	TCGA-AA-A029-01A-41	TCGA-AA-A02E-01A-23	TCGA-AA-A02H-01A-32	TCGA-AA-A02J-01A-23	TCGA-AA-A02O-01A-23	TCGA-AA-A02R-01A-23	TCGA-AA-A02Y-01A-31	TCGA-AA-A03F-01A-41	TCGA-AA-A03J-01A-23	TCGA-AF-2691-01A-41	TCGA-AF-2692-01A-41	TCGA-AF-3400-01A-41	TCGA-AF-3913-01A-12	TCGA-AG-3574-01A-22	TCGA-AG-3580-01A-22	TCGA-AG-3584-01A-22	TCGA-AG-3593-01A-22	TCGA-AG-3594-01A-12	TCGA-AG-4007-01A-22	TCGA-AG-A002-01A-23	TCGA-AG-A008-01A-23	TCGA-AG-A00C-01A-23	TCGA-AG-A00H-01A-22	TCGA-AG-A00Y-01A-12	TCGA-AG-A011-01A-32	TCGA-AG-A014-01A-12	TCGA-AG-A015-01A-51	TCGA-AG-A016-01A-23	TCGA-AG-A01J-01A-22	TCGA-AG-A01L-01A-22	TCGA-AG-A01N-01A-23	TCGA-AG-A01W-01A-23	TCGA-AG-A01Y-01A-43	TCGA-AG-A020-01A-23	TCGA-AG-A026-01A-71	TCGA-AG-A02N-01A-31	TCGA-AG-A02X-01A-32	TCGA-AG-A032-01A-31	TCGA-AG-A036-01A-22
UBQLN2	2.987927168	2.047305715	2.576925182	2.447138342	3.221361557	2.710760524	2.93797206	2.544320516	2.099856237	2.252980741	3.341036918	2.645394244	2.253989266	1.748461233	3.654588296	1.718087584	1.461179281	2.161350266	2.310340121	3.89917563	3.653824359	2.728283351	2.576925182	2.542670779	2.772589504	3.263535255	2.207892852	3.64385619	3.054269663	2.088593923	3.816258361	3.109917692	2.681074393	3.448900951	2.425817338	3.076673102	3.093672847	3.344355094	3.305970521	2.563971604	3.9510904	2.597729797	2.704871964	2.938599455	3.236237477	2.716625146	3.09085343	2.938599455	3.320003218	3.045559463	2.567220918	3.198494154	3.43206858	3.660685273	3.739128015	3.24691474	3.87774425	3.642701572	3.197446064	2.600904045	2.469885976	2.748461233	2.797012978	2.581752944	3.381744813	2.128733314	2.454175893	3.370164281	2.379436131	2.004800986	2.630716096	2.343881536	3.544732656	2.801848446	3.064652958	2.799778087	2.866578332	3.202678914	2.641546029	2.174193333	2.3950628	2.690789548	3.499527024	3.648465443	2.656877683	3.239805352	2.938599455	2.554179518	4.031512828	3.029747343
UBQLN4	2.493134922	1.371094152	2.322889571	2.207892852	2.676568315	1.329602023	1.584962501	1.141868716	0	2.252980741	2.674309986	2.135315965	2.007195501	1.329602023	3.099856237	1.318075769	1.461179281	2.161350266	0.565597176	2.416839742	2.40780593	1.710760524	1.580145484	1.976974559	2.393233129	2.212050477	1.461179281	2.207892852	2.372952098	2.088593923	3.116586556	2.621368147	2.169925001	2.846660459	2.230612928	1.86393845	0.910732662	2.032100843	2.874469118	2.563971604	2.65229527	2.597729797	2.468148836	2.40599236	2.604071324	1.895302621	2.765534746	2.372952098	2.275007047	2.019108823	2.567220918	2.581752944	2.420437487	2.821029859	2.868555078	2.161350266	2.696735749	2.630716096	2.391401135	2.600904045	1.644625422	2.40780593	1.78520178	1.807354922	2.765534746	1.814208593	1.684070646	2.592955291	1.552541023	0.799087306	2.630716096	2.343881536	2.382206107	2.385891154	2.087462841	2.081794091	1.492280498	2.49057013	2.641546029	0.799087306	2.3950628	1.475084883	2.912649865	2.320003218	2.40780593	2.672048117	1.450661409	2.554179518	2.301587647	1.90560763
UBR2	2.672048117	3.562344198	3.160274831	2.647698256	1.826463745	4.09085343	2.398715194	2.931052646	3.300123725	3.046723866	1.83052577	1.793549123	3.898853277	3.653824359	0.629162305	2.341036918	2.408711861	3.017921908	3.958533383	5.77118131	3.319039816	2.404176507	2.576925182	3.661825593	2.146220741	2.927264386	3.287373787	1.76836079	3.632655985	3.296212655	1.762703156	2.890122382	3.87774425	2.494842254	1.775401776	3.631492364	3.561529806	3.344355094	1.461179281	2.563971604	2.448019916	2.805980272	2.207892852	3.295723025	0	1.509273569	2.342933953	3.390484265	2.811471031	3.305484192	2.992768431	2.416839742	2.827819025	1.440066294	3.600111137	2.805980272	2.696735749	2.294743266	2.391401135	2.40599236	0.980634675	1.701918647	3.809414444	1.404176507	3.056583528	1.814208593	2.243872149	2.367371066	3.177386315	4.093109404	1.492280498	2.343881536	2.030924573	2.605652359	1.831877241	2.973305133	3.256004204	1.102098188	3.344355094	3.136410159	2.3950628	1.86393845	0	4.067523994	2.900464326	1.82374936	3.109917692	3.151642375	0.946106992	3.540192631
UBR3	0.707819249	0	0.995182984	0	2.676568315	1.329602023	1.915839552	0	1.03796785	1.701918647	1.40780593	1.382206107	0.629162305	1.329602023	0.629162305	0.641546029	1.834576391	2.161350266	0.565597176	3.517695631	0.799087306	2.189033824	0.591360272	0	0.584962501	0.701918647	0.821029859	2.015545145	1.398715194	2.35614381	1.074962058	0.009586049	1.687060688	1.765534746	0.559083869	1.461179281	0.910732662	1.783805848	3.917749985	1.448900951	1.141868716	0.739848103	1.86393845	0	1.084064265	0.457681837	0.672048117	1.831877241	1.310340121	0.659924558	0.884923476	1.98550043	1.115477217	2.387730153	0	0	1.385891154	2.088593923	0	2.174193333	2.469885976	1.701918647	1.113255978	2.113255978	2.352381891	1.385891154	3.191141487	1.425817338	0.591360272	0	0	0	1.560714954	0.748461233	1.310340121	2.354264077	1.831877241	0.565597176	1.481987743	0	0	0	0	1.318075769	0	1.481987743	2.207892852	0	1.98550043	2.552541023
UBR4	3.898853277	3.687434008	1.605652359	4.216196155	4.206330648	4.341036918	3.969626351	4.687060688	3.128183402	4.434739414	3.776103988	4.381283373	5.638653116	4.559899642	4.292781749	4.463360886	3.561529806	3.768713657	4.61018821	3.778909424	3.43784915	4.131479736	4.336997417	4.132576843	4.461615866	3.693022247	3.675815931	4.888174987	4.192194165	4.928054427	2.881011964	3.62058641	4.576522138	3.75096374	4.561733447	3.704134202	4.075532631	3.739128015	3.65229527	4.791640451	4.446697354	4.172860835	4.443606651	4.289096702	4.124328135	4.802710219	4.033863452	4.630716096	3.885574364	4.273267213	3.99034983	4.472271134	4.965938164	3.161350266	3.739128015	3.881338328	2.855989697	4.612942196	4.410295873	5.645202077	5.119909464	4.588164933	3.809414444	2.927264386	4.107687869	4.627995862	4.315662832	4.269531917	4.267036336	4.973917353	4.490142221	4.132576843	4.920928429	4.311793718	4.431177202	4.050791891	4.107687869	3.992164161	4.753818443	3.726831217	4.185337989	5.057594679	4.121568052	1.318075769	4.333423734	3.350497247	5.085481311	4.314696526	4.265536913	4.601696516
UBR5	1.337235348	1.371094152	2.009586049	1.656877683	2.676568315	1.76836079	2.176322773	1.98550043	1.03796785	1.31421313	1.40780593	2.425817338	1.698959272	1.329602023	0	1.718087584	0	1.826463745	1.141868716	0.019108823	1.461179281	2.576925182	1.209973162	0.941106311	2.393233129	0.701918647	1.461179281	0	0	1.754174884	1.762703156	1.562344198	0.429392792	1.371094152	2.019108823	0.815575429	1.847996907	1.03796785	0.009586049	1.448900951	0.565597176	1.812840461	0	2.191141487	2.126532406	0.457681837	1.341036918	1.488857733	1.310340121	0	0	0.995182984	0	0.804604311	3.862616696	1.542670779	0	1.578536232	0.591360272	1.22650853	1.644625422	0	0	1.807354922	2.765534746	0.731183242	2.004800986	1.826463745	0.591360272	1.495695163	1.492280498	1.734077315	1.560714954	1.807354922	1.831877241	0	2.341036918	1.102098188	1.481987743	2.174193333	1.385891154	2.174193333	2.070389328	1.915839552	1.004800986	3.126532406	0	0	1.98550043	0.742724863
UBTF	2.270030516	0	1.605652359	2.827819025	2.31421313	1.76836079	2.93797206	0.565597176	2.690789548	3.046723866	2.447138342	2.645394244	2.253989266	2.866578332	1.887525271	2.745595899	2.803915838	3.017921908	2.310340121	0.019108823	2.793549123	3.008988783	2.742724863	2.911372013	2.597729797	2.212050477	2.531069493	2.40780593	1.803227036	2.589763487	1.762703156	1.562344198	2.681074393	2.30839971	3.056583528	2.581752944	2.265036759	3.587364991	2.114367025	2.242856524	2.983069604	2.385891154	2.207892852	2.938599455	3.236237477	1.509273569	2.569653111	3.100977648	0	2.704871964	2.567220918	1.722466024	2.172060746	2.99699125	2.868555078	2.40780593	2.696735749	2.294743266	2.391401135	3.306456686	3.715161224	2.748461233	2.207892852	2.581752944	1.807354922	2.128733314	2.454175893	2.783805848	2.161350266	2.358021097	2.890122382	3.371094152	2.917749985	2.385891154	2.796320872	2.799778087	3.00839127	2.49057013	3.141868716	2.641546029	2.605652359	2.449781449	3.12763328	2.320003218	2.656877683	2.672048117	3.55540717	2.883620816	2.568032105	2.251971511
UBXN1	2.493134922	1.371094152	2.801848446	2.447138342	2.979415668	2.434739414	2.774699222	2.544320516	2.099856237	2.892714827	2.674309986	2.645394244	1.30256277	2.088593923	3.300123725	2.745595899	2.151642375	2.416839742	2.310340121	1.693022247	1.855989697	2.728283351	2.385891154	3.09085343	3.072677504	2.626049693	2.531069493	3.412329907	2.372952098	0.659924558	1.762703156	1.562344198	2.380360048	3.448900951	2.019108823	2.396890153	2.765534746	2.762703156	2.114367025	1.448900951	2.65229527	2.995785991	2.468148836	2.40599236	2.801848446	3.07153387	2.934830986	1.488857733	3.160274831	2.495695163	2.567220918	3.089159132	2.827819025	2.99699125	3.088593923	1.542670779	3.437405312	2.294743266	2.91201108	1.22650853	0	2.199541482	1.78520178	3.707819249	2.932313192	2.385891154	2.668270438	3.236747714	2.572081209	0.799087306	2.630716096	2.567220918	1.560714954	2.979415668	3.469017667	1.748461233	2.114367025	2.961005868	1.481987743	2.174193333	2.12763328	2.449781449	2.912649865	2.320003218	1.659924558	2.841302254	1.877089818	0	3.323850407	1.90560763
UBXN4	2.493134922	2.811471031	1.605652359	2.447138342	2.979415668	1.329602023	2.398715194	3.100977648	2.099856237	1.701918647	1.83052577	0.748461233	1.698959272	1.748461233	2.559083869	2.567220918	1.461179281	2.835924074	2.310340121	1.693022247	2.40780593	2.189033824	2.897240426	1.578536232	1.559083869	2	1.461179281	2.582556003	1.398715194	0	2.225480603	1.562344198	1.385891154	2.30839971	1.775401776	1.86393845	1.847996907	2.436517227	1.461179281	2.563971604	2.448019916	1.389566812	1.86393845	1.693022247	2.126532406	2.716625146	2.073820233	1.488857733	0	1.701918647	1.514332704	1.722466024	1.115477217	2.821029859	1.869213392	0.559083869	2.096486765	1.578536232	2.59375214	2.40599236	2.469885976	1.701918647	1.113255978	2.581752944	2.932313192	2.599317794	1.684070646	2.367371066	2.572081209	1.495695163	2.630716096	2.343881536	0	2.115477217	2.289834465	1.329602023	1.492280498	2.07952034	0	2.174193333	1.807354922	1.86393845	2.070389328	1.915839552	0	2.31421313	1.450661409	1.443606651	2.301587647	0
UBXN6	2.021479727	2.499101764	2.801848446	1.946106992	1.826463745	0	1.915839552	1.98550043	1.669026766	1.701918647	1.40780593	1.382206107	1.30256277	1.329602023	0.629162305	1.318075769	2.408711861	1.826463745	1.141868716	1.693022247	2.15704371	1.385891154	1.900464326	2.283921772	2.393233129	2.212050477	1.461179281	1.76836079	2.372952098	1.329602023	1.074962058	2.222392421	0.980634675	2.084064265	0.559083869	2.396890153	2.086330872	1.783805848	2.114367025	0.742724863	2.448019916	1.812840461	1.418639736	0.910732662	1.850666093	1.509273569	1.341036918	1.488857733	1.310340121	1.701918647	2.27897595	1.722466024	0.539365634	2.114367025	2.303537235	1.141868716	1.801848446	0.787989597	1.578536232	1.22650853	1.644625422	0.948600847	1.113255978	2.581752944	2.765534746	2.128733314	1.294743266	2.367371066	1.895302621	2.358021097	1.492280498	2.343881536	1.560714954	1.807354922	1.831877241	1.329602023	0	1.810100299	0.782408565	2.174193333	2.12763328	1	1.600904045	2.598524014	1.659924558	2.31421313	1.877089818	2.102098188	1.98550043	1.90560763
UBXN7	1.337235348	2.047305715	1.605652359	0.635367454	1.141868716	0	1.197446064	1.141868716	0	0.665999073	1.40780593	0.748461233	1.30256277	1.329602023	1.887525271	1.318075769	0.812840461	1.826463745	0.565597176	1.693022247	0.799087306	0.975752454	0.591360272	0.941106311	0.584962501	0.701918647	1.461179281	0.983069604	1.398715194	0.659924558	0	0.009586049	1.385891154	0	0.559083869	0	1.597729797	1.783805848	0.009586049	0.742724863	1.578536232	1.389566812	0.736965594	0.910732662	1.084064265	0.457681837	1.341036918	1.488857733	0	1.701918647	0	0.995182984	1.887525271	1.440066294	1.869213392	0.559083869	0	0.214124805	1.197446064	1.915839552	0.980634675	1.701918647	1.113255978	2.113255978	2.097610797	0.731183242	1.294743266	2.592955291	0.591360272	1.495695163	0.804604311	0	0.884923476	0	2.641546029	1.329602023	1.492280498	1.102098188	0.782408565	0.799087306	0	1	0.948600847	1.318075769	1.004800986	1.124328135	1.877089818	0	0.946106992	2.251971511
UCHL1	0.707819249	2.811471031	2.009586049	2.447138342	0	1.76836079	2.176322773	0.565597176	1.669026766	1.701918647	0.748461233	0	0	0	0	0	2.61117238	0.742724863	0.565597176	3.08463125	3.319039816	0.363638347	0	2.719548541	0	2.212050477	2.531069493	0.429392792	0.748461233	0.659924558	2.225480603	3.62058641	0.429392792	1.371094152	0	1.86393845	0.333423734	2.436517227	2.559083869	1.887525271	0	1.812840461	2.468148836	0	0.559083869	1.054269663	0	0	0	0.659924558	0	0	2.630716096	0	0	0.559083869	2.331514144	2.088593923	0	0.622930351	0	2.199541482	2.559899642	0.754174884	3.760575809	0	1.294743266	0	0.591360272	1.495695163	0	0	0	2.115477217	0.27897595	0	0.559083869	0	0	3.481987743	0.742724863	0.385891154	0	4.067523994	0	0.565597176	0	0	0	2.790772038
UCHL3	3.61117238	3.056583528	4.285648812	2.447138342	1.826463745	2.934830986	3.573697675	3.560714954	2.427606173	3.541019153	3.213088014	3.79146681	4.048178049	3.220329955	4.093109404	2.567220918	3.102098188	4.048178049	3.503348735	3.517695631	2.949846161	3.573697675	2.742724863	3.767654798	3.815575429	3.351439877	2.938599455	2.929790998	4.409164613	2.35614381	2.225480603	2.621368147	2.938599455	3.24691474	4.25045634	2.933572638	4.075532631	4.17951105	3.917749985	3.9510904	3.766241777	2.805980272	2.207892852	3.460305714	3.236237477	3.07153387	3.452419721	3.26102927	2.586564605	3.045559463	1.953575663	2.980634675	3.770124261	3.554998069	3.276992863	2.805980272	3.542670779	3.555816155	3.665999073	3.068097516	2.765534746	3.973917353	3.025028794	3.707819249	3.597332524	3.649998594	3.319039816	3.62214946	3.060623885	3.269033146	1.492280498	4.334377582	2.667513713	4.06091205	4.483923237	3.670915852	4.450221496	4.346247774	2.90945311	2.641546029	4.478540442	2.174193333	3.318075769	3.531485435	2.656877683	3.995785991	2.732631004	2.102098188	3.945794957	2.251971511
UCHL5	2.021479727	1.371094152	2.322889571	1.946106992	0	2.434739414	2.176322773	2.544320516	2.099856237	2.252980741	1.83052577	2.425817338	2.499101764	2.866578332	2.358021097	2.341036918	1.461179281	1.826463745	2.507583241	0.019108823	0	1.710760524	2.576925182	2.719548541	2.146220741	0.701918647	2.207892852	2.40780593	2.112144074	1.754174884	2.225480603	0.009586049	2.938599455	2.672048117	2.425817338	1.461179281	2.086330872	2.032100843	2.114367025	3.050791891	2.448019916	1.389566812	2.207892852	2.938599455	2.126532406	2.207892852	2.073820233	3.26102927	1.310340121	2.019108823	1.953575663	2.581752944	2.172060746	2.626049693	2.303537235	1.542670779	2.331514144	3.058893689	2.391401135	1.915839552	3.02266372	3.289834465	3.408711861	1.807354922	1.807354922	3.296212655	2.004800986	2.783805848	2.379436131	1.495695163	2.352381891	1.734077315	2.382206107	0.748461233	2.796320872	1.748461233	2.704871964	2.647698256	2.358021097	0.799087306	1.385891154	1.86393845	2.070389328	1.318075769	1.004800986	2.509273569	2.938599455	0	1.559083869	2.251971511
UEVLD	1.337235348	0	0.995182984	0	0	0.635367454	0.578536232	0.565597176	0	1.31421313	0.748461233	0.748461233	1.30256277	0.659924558	0.629162305	0	0	0.742724863	1.542670779	1.693022247	0	0.363638347	0.591360272	0	0.584962501	0.701918647	0	1.76836079	1.398715194	0.659924558	1.074962058	0.009586049	0.429392792	0	0.559083869	0.815575429	1.329602023	0.519374159	0.009586049	0.742724863	1.141868716	0	0.736965594	1.967168608	1.084064265	0.457681837	0	1.488857733	2.586564605	0	0.884923476	0.995182984	0.539365634	0	0	0	0	1.578536232	1.578536232	1.22650853	1.644625422	1.972079915	0	0.754174884	1.418639736	1.385891154	1.294743266	1.425817338	1.552541023	1.495695163	0	0	1.560714954	1.807354922	0.799087306	1.748461233	1.102098188	1.481987743	1.481987743	0.799087306	0	1	0	1.318075769	1.004800986	1.124328135	1.450661409	0	0	1.90560763
UFC1	2.270030516	2.047305715	1.605652359	1.946106992	2.31421313	1.329602023	1.915839552	1.141868716	1.669026766	2.252980741	2.172060746	1.382206107	1.698959272	2.380360048	2.559083869	0	1.834576391	2.161350266	2.691534165	1.693022247	2.610385098	1.710760524	2.385891154	2.283921772	2.772589504	2.212050477	2.752748591	2.015545145	2.582556003	1.754174884	0	1.562344198	1.941106311	2.30839971	2.019108823	2.933572638	2.086330872	1.783805848	2.559083869	1.887525271	1.578536232	2.805980272	2.207892852	2.938599455	1.084064265	0.457681837	3.231125158	2.113255978	0	0.659924558	2.27897595	0.499101764	2.172060746	2.114367025	0	2.62058641	2.096486765	2.088593923	0.591360272	2.40599236	0.980634675	3.042060605	2.207892852	1.404176507	2.097610797	2.385891154	0.635367454	2.367371066	1.184809239	2.004800986	1.987927168	2.343881536	0.884923476	2.385891154	2.087462841	2.973305133	1.831877241	1.810100299	0	1.450661409	1.807354922	1	2.655351829	2.320003218	2.900464326	1.82374936	1.450661409	2.102098188	2.801848446	1.457681837
UFD1L	1.337235348	1.371094152	2.995182984	1.946106992	2.676568315	2.710760524	2.583358615	2.275007047	2.427606173	2.252980741	2.674309986	1.793549123	2.007195501	2.866578332	1.887525271	2.567220918	1.461179281	2.630716096	1.877089818	2.802537906	2.949846161	2.404176507	2.385891154	2.283921772	2.146220741	1.716625146	2.752748591	2.207892852	2.112144074	2.589763487	2.597729797	0.009586049	2.169925001	2.084064265	2.776805859	2.161350266	2.440952198	2.244887059	2.114367025	1.887525271	1.918386234	2.385891154	2.468148836	1.967168608	2.378511623	2.207892852	2.569653111	2.372952098	3.885574364	2.495695163	2.567220918	2.581752944	3.009586049	1.810100299	2.610385098	2.967168608	1.385891154	2.630716096	2.391401135	2.40599236	1.644625422	2.199541482	1.78520178	1.807354922	2.352381891	1.814208593	1.294743266	2.367371066	2.161350266	2.004800986	2.352381891	2.069243877	2.382206107	2.115477217	2.289834465	2.081794091	1.831877241	2.49057013	2.358021097	2.436517227	2.605652359	3.07153387	2.070389328	2.598524014	2.656877683	1.82374936	2.485426827	3.151642375	1.98550043	1.90560763
UFL1	3.969626351	3.26102927	4.351439877	4.401903472	3.994579724	4.09085343	3.83052577	4.169925001	3.760575809	4.434739414	3.776103988	4.188242656	3.898853277	4.059470652	4.24361831	3.890446693	4.166179824	4.628384781	3.824428435	3.89917563	3.748103377	3.660304966	4.289096702	3.958533383	4.553360503	4.171527106	3.109917692	4.065227623	3.632655985	3.692278398	3.116586556	3.62058641	3.424026283	3.528987982	3.792855352	4.269033146	3.9206109	4.065227623	3.503348735	3.9510904	4.251719093	4.09423607	3.618238656	3.383128251	3.561529806	4.358958826	3.96470667	4.373880175	4.242348443	4.5029246	4.393233129	3.778909424	4.727012814	4.068957372	3.739128015	3.704134202	3.723558561	4.147849371	4.455053178	4.690789548	4.172594188	3.973917353	3.025028794	4.160274831	3.266036894	4.523980068	3.857317535	4.412104045	4.057739071	4.794762418	4.158121555	4.215160852	4.311793718	4.06091205	4.538331222	4.310582489	4.035037329	4.61018821	3.968398003	3.726831217	4.036210252	4.035037329	4.232660757	2.842643672	4.236492618	4.274013114	4.035037329	4.314696526	3.705240704	4.464450452
UFM1	3.109917692	2.499101764	3.670538232	2.984893108	2.979415668	2.934830986	2.176322773	3.42312992	2.427606173	2.497399469	2.874469118	2.425817338	2.499101764	2.866578332	2.984893108	2.063502942	3.463796811	3.662965013	2.117695043	4.112144074	2.949846161	2.404176507	2.161350266	2.911372013	2.772589504	3.263535255	2.938599455	3.065802058	3.632655985	2.589763487	3.116586556	3.306456686	2.559083869	2.672048117	2.776805859	3.076673102	3.39962685	3.440952198	3.503348735	2.563971604	2.983069604	2.805980272	3.056583528	2.40599236	2.378511623	3.239296196	2.934830986	2.59614005	3.579743339	2.881011964	2.992768431	2.980634675	3.29963542	2.821029859	3.862616696	3.108803211	2.992164161	2.927896454	3.31517976	2.600904045	2.765534746	2.748461233	3.408711861	3.069816716	3.266036894	3.025619458	3.57167681	3.09085343	3.060623885	2.004800986	3.276992863	2.765534746	2.382206107	2.385891154	3.557450937	2.973305133	2.542670779	3.202678914	3.141868716	2.641546029	3.534393676	2.888824411	2.912649865	3.531485435	2.900464326	2.841302254	3.668648651	3.557450937	3.471621028	2.790772038
UFSP2	1.722466024	0	2.322889571	1.656877683	1.826463745	0.635367454	1.197446064	1.141868716	1.669026766	0.665999073	1.83052577	0.748461233	1.30256277	0	1.242856524	1.718087584	1.834576391	0.742724863	0	0.019108823	0	1.973305133	1.209973162	0.941106311	2.146220741	2.425817338	0.821029859	1.76836079	1.398715194	0.659924558	1.074962058	1.562344198	0.980634675	0.748461233	0.559083869	2.161350266	1.597729797	1.461179281	0.009586049	0.742724863	1.141868716	1.812840461	1.86393845	0	0.559083869	1.054269663	0.672048117	0	1.310340121	0	1.514332704	1.418639736	1.531069493	0.804604311	1.869213392	1.141868716	1.385891154	0.214124805	1.578536232	0	0.980634675	0.948600847	0	0.754174884	1.418639736	1.385891154	1.294743266	0.776805859	1.184809239	0.799087306	1.492280498	1.359895945	2.030924573	1.807354922	0.799087306	1.748461233	0.559083869	1.102098188	1.481987743	0.799087306	0	0.385891154	1.600904045	0	2.088593923	1.124328135	0.754174884	1.443606651	1.559083869	0
UGDH	4.424474255	4.672802468	3.557450937	5.290571851	5.084347785	5.164437681	4.478108949	5.260025656	5.687340687	5.348846161	4.575715712	4.3305584	4.724468377	5.63691458	4.971160317	5.022959567	5.006597245	4.201111051	4.981548255	5.195872501	4.986410935	4.628384781	5.528779665	5.179378346	5.014206492	5.405878936	5.25146663	4.983525696	5.404403613	5.15434557	5.057594679	4.561122438	5.19390313	4.166179824	5.365039248	5.659163443	4.909773104	4.888174987	4.826294245	4.654206378	5.068240861	4.498463639	4.502075956	5.229587923	4.422457283	5.320484678	5.580346515	4.439623138	5.065227623	3.843983844	5.792161248	5.144862143	4.528154536	3.815575429	4.838951767	5.725741157	5.337948906	4.562344198	5.158121555	4.76694846	3.967168608	4.853995647	4.645778502	4.03445051	5.412329907	5.160543765	2.454175893	4.71332923	4.568640195	5.114644653	4.824428435	5.616573348	5.059470652	3.901430094	4.333423734	5.144862143	4.782059033	5.009884589	4.909773104	5.158121555	5.212699025	4.132576843	4.746312766	3.243872149	5.057594679	4.213606503	5.647122598	4.938285792	3.323850407	3.816940971
UGGT1	5.602290585	5.355674106	5.402699441	5.535949255	5.59375214	5.327447853	5.195872501	5.749891769	5.43206858	6.0437382	5.663534385	5.303658997	5.703857443	5.20137248	5.191931068	5.469560422	5.265411891	5.588364849	5.195872501	4.650381627	5.124466001	5.499739607	5.665525421	5.475517281	5.695529909	5.569855608	5.503984704	5.023994551	5.404403613	4.59971452	5.402699441	4.941419362	4.967476055	5.114644653	5.450221496	5.659163443	5.478540442	5.528779665	5.35061511	5.444711234	5.612549091	5.20137248	5.239550797	5.261781523	5.588364849	5.701733864	5.655924213	6.148662998	4.478108949	4.810785827	5.616573348	4.99442887	5.451321027	5.273267213	4.999398752	5.427606173	5.219039414	5.475517281	5.050211446	4.99699125	5.609991295	5.379782669	5.317593505	5.044102636	5.084347785	5.794502512	5.294008009	5.410522018	5.548231098	5.729643401	5.762171613	5.813695696	5.488000771	5.669310286	5.019108823	5.721372659	5.301343763	5.387500406	5.18136763	5.211271834	5.253359021	4.224451944	5.452419721	4.675251386	5.057594679	4.826294245	5.600904045	5.436961338	5.534186139	5.153805336
UGGT2	1.722466024	1.371094152	1.605652359	1.656877683	1.141868716	0.635367454	1.197446064	1.59454855	1.669026766	2.007195501	1.40780593	1.382206107	2.007195501	2.088593923	1.242856524	0.641546029	1.461179281	2.161350266	1.877089818	0.019108823	1.855989697	1.385891154	1.209973162	0.941106311	1.184809239	1.329602023	1.461179281	1.432959407	1.398715194	1.329602023	1.074962058	1.562344198	1.385891154	0.748461233	1.461179281	1.461179281	2.086330872	1.03796785	0.009586049	1.448900951	1.141868716	1.389566812	0.736965594	1.967168608	1.481987743	0.457681837	1.762703156	1.488857733	1.875780063	1.701918647	1.514332704	0.499101764	1.115477217	0.804604311	0	1.141868716	0.739848103	1.310340121	1.197446064	0.622930351	0.980634675	0.948600847	1.78520178	0.754174884	1.418639736	1.385891154	0.635367454	0.776805859	1.184809239	0.799087306	1.492280498	2.069243877	0.884923476	1.389566812	0.799087306	2.081794091	2.114367025	1.481987743	0.782408565	1.845322772	1.385891154	0	0.948600847	1.915839552	1.659924558	0.565597176	2.732631004	2.102098188	0.946106992	0.742724863
