GeneSymbol	TCGA-A6-3807-01A-22	TCGA-A6-3808-01A-22	TCGA-A6-3810-01A-22	TCGA-AA-3518-01A-11	TCGA-AA-3525-01A-12	TCGA-AA-3526-01A-11	TCGA-AA-3529-01A-12	TCGA-AA-3531-01A-22	TCGA-AA-3534-01A-22	TCGA-AA-3552-01A-22	TCGA-AA-3554-01A-22	TCGA-AA-3558-01A-22	TCGA-AA-3561-01A-22	TCGA-AA-3664-01A-22	TCGA-AA-3666-01A-31	TCGA-AA-3672-01A-22	TCGA-AA-3684-01A-31	TCGA-AA-3695-01A-22	TCGA-AA-3710-01A-22	TCGA-AA-3715-01A-22	TCGA-AA-3818-01A-22	TCGA-AA-3848-01A-22	TCGA-AA-3864-01A-22	TCGA-AA-3986-01A-12	TCGA-AA-3989-01A-22	TCGA-AA-A004-01A-22	TCGA-AA-A00A-01A-22	TCGA-AA-A00E-01A-31	TCGA-AA-A00F-01A-31	TCGA-AA-A00J-01A-12	TCGA-AA-A00K-01A-12	TCGA-AA-A00N-01A-32	TCGA-AA-A00O-01A-13	TCGA-AA-A00R-01A-22	TCGA-AA-A00U-01A-41	TCGA-AA-A010-01A-31	TCGA-AA-A017-01A-22	TCGA-AA-A01C-01A-22	TCGA-AA-A01D-01A-23	TCGA-AA-A01F-01A-23	TCGA-AA-A01I-01A-12	TCGA-AA-A01K-01A-31	TCGA-AA-A01P-01A-23	TCGA-AA-A01R-01A-23	TCGA-AA-A01S-01A-23	TCGA-AA-A01T-01A-23	TCGA-AA-A01V-01A-24	TCGA-AA-A01X-01A-23	TCGA-AA-A01Z-01A-13	TCGA-AA-A022-01A-23	TCGA-AA-A024-01A-32	TCGA-AA-A029-01A-41	TCGA-AA-A02E-01A-23	TCGA-AA-A02H-01A-32	TCGA-AA-A02J-01A-23	TCGA-AA-A02O-01A-23	TCGA-AA-A02R-01A-23	TCGA-AA-A02Y-01A-31	TCGA-AA-A03F-01A-41	TCGA-AA-A03J-01A-23	TCGA-AF-2691-01A-41	TCGA-AF-2692-01A-41	TCGA-AF-3400-01A-41	TCGA-AF-3913-01A-12	TCGA-AG-3574-01A-22	TCGA-AG-3580-01A-22	TCGA-AG-3584-01A-22	TCGA-AG-3593-01A-22	TCGA-AG-3594-01A-12	TCGA-AG-4007-01A-22	TCGA-AG-A002-01A-23	TCGA-AG-A008-01A-23	TCGA-AG-A00C-01A-23	TCGA-AG-A00H-01A-22	TCGA-AG-A00Y-01A-12	TCGA-AG-A011-01A-32	TCGA-AG-A014-01A-12	TCGA-AG-A015-01A-51	TCGA-AG-A016-01A-23	TCGA-AG-A01J-01A-22	TCGA-AG-A01L-01A-22	TCGA-AG-A01N-01A-23	TCGA-AG-A01W-01A-23	TCGA-AG-A01Y-01A-43	TCGA-AG-A020-01A-23	TCGA-AG-A026-01A-71	TCGA-AG-A02N-01A-31	TCGA-AG-A02X-01A-32	TCGA-AG-A032-01A-31	TCGA-AG-A036-01A-22
ABP1	4.272520928	0	1.605652359	1.656877683	0	2.126532406	1.915839552	0.565597176	3.554998069	1.701918647	1.40780593	2.135315965	0	0	0	0	3.102098188	1.826463745	3.102658131	0.019108823	2.15704371	1.385891154	0.591360272	0.941106311	1.559083869	4.241840184	0	0.429392792	1.803227036	1.329602023	1.762703156	0.009586049	0.429392792	0	1.047305715	4.669026766	2.890122382	2.762703156	0.009586049	1.887525271	0	0.739848103	0	0.352381891	1.481987743	4.531901257	0.672048117	2.372952098	0	0.659924558	1.953575663	3.778909424	2.630716096	0.804604311	1.271027197	1.874469118	1.801848446	2.294743266	2.755599768	1.22650853	0	0.348610138	0	2.581752944	0	0	2.454175893	0	2.914564523	2.358021097	0	2.567220918	1.560714954	2.979415668	2.641546029	3.561529806	2.704871964	1.102098188	0	1.450661409	2.605652359	1.475084883	2.655351829	0	0	0	0.754174884	2.102098188	1.98550043	0
ABR	2.021479727	1.371094152	0.995182984	0.635367454	1.826463745	2.434739414	1.584962501	2.275007047	1.03796785	1.701918647	1.40780593	1.382206107	2.253989266	2.380360048	1.59454855	0.641546029	0.812840461	0	2.861293729	0.019108823	1.855989697	1.710760524	2.742724863	1.976974559	1.887525271	2.212050477	1.461179281	2.582556003	1.803227036	1.329602023	1.074962058	1.562344198	0.980634675	1.371094152	0.559083869	1.461179281	1.329602023	1.461179281	1.461179281	3.050791891	2.448019916	1.389566812	0.736965594	2.938599455	0.559083869	2.716625146	0.672048117	2.59614005	1.310340121	2.019108823	2.799087306	1.418639736	1.887525271	0	0	1.874469118	0.739848103	2.475084883	1.197446064	1.915839552	1.644625422	2.199541482	0	1.404176507	1.418639736	2.385891154	0	0	0.591360272	2.004800986	2.352381891	1.734077315	0.884923476	1.807354922	1.559083869	1.329602023	1.831877241	1.102098188	2.90945311	0	1.807354922	1	1.600904045	0	2.088593923	0.565597176	1.877089818	0	2.301587647	1.457681837
ABRACL	2.987927168	2.047305715	2.995182984	3.256004204	2.676568315	1.329602023	2.583358615	1.141868716	3.660685273	3.303537235	2.172060746	2.135315965	3.805980272	1.748461233	2.704871964	2.745595899	3.463796811	3.444490385	3.661825593	3.517695631	2.610385098	2.576925182	2.161350266	3.263034406	3.315662832	3.043811094	3.287373787	2.929790998	3.30839971	3.151642375	3.515174171	2.890122382	3.056583528	3.126532406	3.15596506	3.076673102	3.39962685	2.762703156	2.874469118	3.555816155	2.983069604	3.29130886	3.378511623	2.938599455	3.089724119	1.509273569	3.231125158	3.513490746	1.875780063	2.704871964	2.799087306	2.862616696	2.172060746	2.626049693	2.868555078	2.805980272	3.105454595	2.294743266	2.391401135	3.995182984	3.222392421	2.748461233	3.408711861	3.069816716	2.765534746	2.818305222	2.454175893	3.236747714	2.914564523	3.460305714	3.096486765	3.245901256	3.14839184	2.979415668	1.831877241	3.430285273	3.736965594	3.517275693	2.90945311	2.975141013	3.859307002	2.174193333	3.12763328	3.877089818	2.656877683	2.841302254	3.438292852	2.554179518	2.801848446	3.379436131
ACAA1	4.215160852	3.9206109	4.214642922	3.83525039	3.420437487	4.254493265	4.651147389	3.972079915	3.969626351	4.939853428	4.027979696	3.79146681	4.131479736	3.771533487	4.035037329	2.745595899	3.814892173	3.555816155	3.102658131	3.313729572	3.550900665	3.805980272	3.460305714	3.958533383	3.552131108	4.117972031	3.554998069	3.940480005	4.770124261	3.692278398	3.116586556	3.757378897	4.016734016	3.126532406	3.869213392	3.704134202	3.64385619	3.877417071	3.799778087	4.340087464	4.446697354	3.29130886	3.511805354	3.383128251	3.941106311	4.480265122	3.89659478	4.267785464	3.799087306	3.437405312	3.790076931	4.723194474	5.279842694	3.554998069	4.226765397	3.801158656	3.643086547	4.147849371	4.26102927	3.523561956	4.658782734	3.828496187	3.560714954	3.803227036	3.692278398	4.133399125	3.947977788	4.467714224	4.135315965	3.987927168	3.096486765	3.85432818	3.544732656	4.311793718	4.700809593	3.774699222	3.345774837	4.401903472	4.753818443	3.883620816	4.112144074	3.531485435	3.778909424	2.842643672	3.720643289	4.066950244	3.438292852	4.525442506	3.323850407	3.675815931
ACAA2	5.443164582	5.191931068	5.535949255	5.152183419	5.493668681	5.367720513	6.155020578	5.564276538	6.240059863	5.571373436	5.118387414	6.033569833	4.562344198	6.768007838	5.220071939	2.917113455	6.225223507	5.63691458	5.450221496	3.517695631	5.065227623	5.669310286	2.897240426	5.939618391	5.776981273	6.255248932	6.240059863	4.95419631	5.853746197	1.329602023	5.475517281	4.425817338	6.784983755	4.166179824	4.850332715	5.580346515	5.505467542	5.701733864	4.438292852	5.867237549	6.240059863	5.499739607	4.703396061	4.166715445	5.784678464	5.566206293	6.206200388	6.076316801	4.942670887	5.955824241	5.861459166	5.322288724	4.459868733	6.033569833	5.325770161	6.135452784	5.396890153	5.607626221	4.941419362	4.941419362	5.564276538	5.701733864	4.335569006	5.749891769	3.056583528	5.987320866	5.348846161	5.8372705	4.956056652	5.944702302	5.577328113	4.89917563	5.115754632	5.158121555	5.555816155	4.939853428	5.331514144	5.775138358	5.377123749	5.019108823	5.733354341	5.377123749	4.61667136	4.675251386	4.047887329	5.631298336	5.344355094	4.056872501	5.372023424	4.383128251
ACACA	2.270030516	2.047305715	0	1.312277925	1.141868716	2.126532406	2.583358615	1.98550043	1.03796785	2.718087584	2.447138342	1.382206107	3.351439877	2.630716096	2.358021097	2.063502942	0.812840461	2.835924074	2.117695043	0.019108823	1.855989697	1.973305133	3.460305714	0.941106311	1.184809239	0.701918647	0.821029859	1.76836079	1.398715194	0	2.225480603	0.009586049	1.385891154	1.371094152	3.276992863	0.815575429	0.333423734	1.03796785	1.461179281	4.050791891	2.201633861	0.739848103	0	2.778208576	3.668270438	2.716625146	0	1.081794091	1.310340121	0.659924558	1.953575663	2.722466024	2.172060746	0	2.610385098	4.02266372	0	3.472487771	3.05600541	0.622930351	0.980634675	2.199541482	0	1.807354922	1.418639736	2.128733314	0.635367454	2.367371066	1.184809239	2.358021097	0	2.343881536	3.14839184	1.389566812	1.559083869	2.081794091	2.542670779	2.07952034	2.641546029	0	2.12763328	2.449781449	1.600904045	0	2.40780593	1.481987743	1.450661409	2.102098188	1.559083869	1.457681837
ACAD8	0.707819249	0	0.995182984	0.635367454	0	1.76836079	1.197446064	0	1.669026766	2.252980741	0.748461233	0.748461233	0	0.659924558	0.629162305	0.641546029	1.461179281	0.742724863	0.565597176	0.019108823	0	1.385891154	0	0.941106311	1.184809239	1.716625146	0	0	1.803227036	1.329602023	1.762703156	0.009586049	1.687060688	0	0.559083869	0.815575429	1.329602023	0	2.114367025	0	1.578536232	0.739848103	0.736965594	0	1.481987743	1.895302621	2.073820233	2.113255978	2.586564605	1.321928095	1.514332704	0.499101764	2.630716096	1.810100299	0	0.559083869	1.801848446	1.578536232	0.591360272	0	0.980634675	0	0	1.807354922	1.807354922	0.731183242	1.294743266	1.425817338	0.591360272	2.004800986	0	0.701918647	0.884923476	1.807354922	0.799087306	1.329602023	0	0.565597176	0.782408565	1.450661409	2.12763328	2.690789548	0	0	0	1.124328135	1.450661409	0	1.98550043	1.457681837
ACAD9	3.520212692	3.056583528	4.130107179	1.946106992	2.31421313	2.710760524	2.93797206	2.735522177	2.690789548	3.735883167	2.874469118	3.697106574	3.07153387	3.384049807	4.142957954	3.180041746	3.102098188	3.768713657	2.691534165	3.08463125	2.610385098	3.319039816	2.385891154	3.09085343	2.931052646	3.263535255	3.426712033	3.065802058	2.914564523	2.979415668	3.116586556	2.222392421	3.806667761	3.351910961	2.776805859	2.76694846	3.47940304	3.440952198	2.874469118	3.710393192	2.983069604	3.426712033	2.207892852	3.295723025	3.236237477	2.48370831	2.765534746	4.198494154	2.995182984	2.881011964	3.790076931	3.383128251	3.555816155	3.660685273	2.868555078	2.40780593	2.696735749	3.176322773	3.31517976	2.772589504	3.572081209	3.289834465	2.207892852	4.160274831	3.484567824	3.420437487	3.770124261	3.505467542	2.914564523	3.61980425	2.630716096	3.09085343	3.14839184	3.284415423	3.469017667	2.799778087	1.831877241	2.294743266	4.216196155	3.136410159	3.750606505	1.86393845	3.12763328	1.915839552	2.656877683	3.555816155	2.207892852	3.151642375	3.471621028	3.540192631
ACADM	3.109917692	3.056583528	2.576925182	3.372023424	2.31421313	2.710760524	2.774699222	2.544320516	3.439623138	3.649998594	2.172060746	3.153805336	2.253989266	2.866578332	2.850666093	3.549669171	3.814892173	2.161350266	2.861293729	0.019108823	1.461179281	2.404176507	2.897240426	3.535638273	3.552131108	3.759865996	3.426712033	2.40780593	3.054269663	3.428053035	2.597729797	2.890122382	4.357552005	2.494842254	2.603280156	3.313729572	3.561529806	3.239296196	3.095361856	0.742724863	4.251719093	0.739848103	2.894656108	1.967168608	3.668270438	2.716625146	2.569653111	3.7322692	2.811471031	2.881011964	2.992768431	1.98550043	1.887525271	4.343881536	1.869213392	2.805980272	3.643086547	3.176322773	2.755599768	1.59454855	3.408711861	3.042060605	2.559899642	2.113255978	2.352381891	2.818305222	1.684070646	3.370164281	2.379436131	2.358021097	2.352381891	3.09085343	3.701918647	3.408711861	2.641546029	3.151642375	3.00839127	3.419538892	2.641546029	2.641546029	3.41774002	2.449781449	2.912649865	3.401448435	3.093109404	1.481987743	2.485426827	3.557450937	1.559083869	2.790772038
ACADS	3.231125158	2.047305715	0	2.984893108	2.31421313	4.254493265	2.93797206	2.931052646	4.523980068	4.028569152	3.46727948	3.283921772	2.007195501	3.525233677	2.984893108	4.123500664	4.66694591	1.826463745	2.861293729	2.416839742	0.799087306	2.880359013	1.580145484	3.535638273	3.315662832	4.694137301	4.053111336	2.015545145	3.632655985	3.692278398	3.319521597	0.009586049	4.124328135	2.084064265	2.603280156	4.669026766	3.774699222	3.521469577	2.559083869	0	4.024733372	1.812840461	2.704871964	0	2.604071324	4.173127433	3.09085343	2.372952098	5.518535139	4.111031312	3.790076931	3.638460049	3.29963542	4.214642922	1.869213392	3.704134202	3.542670779	4.468583317	3.05600541	1.915839552	2.469885976	2.40780593	0	2.372952098	2.097610797	3.025619458	2.243872149	2.367371066	3.060623885	2.874469118	3.096486765	3.85432818	2.030924573	2.385891154	2.488000771	2.799778087	0	3.088593923	1.987927168	2.641546029	3.643086547	0.385891154	2.655351829	0	1.004800986	1.82374936	1.450661409	0	1.98550043	1.457681837
ACADSB	2.987927168	2.047305715	2.801848446	2.647698256	2.31421313	3.421335523	3.172594188	3.42312992	3.128183402	3.879705766	2.674309986	2.853330351	3.07153387	2.380360048	2.358021097	2.567220918	2.970240133	2.161350266	2.310340121	0.019108823	2.610385098	2.728283351	0.591360272	2.283921772	3.198494154	3.693022247	3.554998069	2.40780593	2.914564523	3.800468536	3.116586556	0.009586049	4.357552005	1.765534746	3.379898164	2.581752944	2.890122382	2.762703156	0.009586049	4.050791891	3.9510904	2.597729797	0.736965594	3.460305714	2.801848446	2.716625146	2.934830986	3.7322692	2.995182984	3.305484192	3.554998069	2.581752944	1.115477217	3.554998069	2.303537235	3.801158656	2.855989697	4.016139703	2.59375214	3.894656108	2.765534746	1.972079915	2.797012978	0	3.888174987	3.163498732	3.191141487	2.367371066	2.755599768	2.635367454	2.630716096	3.245901256	2.382206107	2.115477217	2.289834465	2.973305133	3.136956945	2.49057013	2.90945311	3.665241156	2.12763328	3.531485435	3.499527024	1.915839552	1.659924558	3.913926586	2.207892852	2.102098188	2.568032105	2.251971511
ACADVL	5.740567831	4.840127489	5.773293086	5.315662832	5.89659478	5.673462201	5.509273569	5.600904045	5.950312876	5.165911939	5.435850804	5.7473874	4.269531917	5.477029653	5.555816155	5.104895736	6.116655862	5.258518925	5.609991295	5.29596786	5.475517281	5.034597237	4.873485127	5.661350569	5.631298336	6.003602237	5.806839582	5.451321027	5.733354341	5.515804949	5.70855513	4.784154958	6.309006369	5.267286089	4.671482096	5.580346515	5.889716892	5.354028938	5.568032105	6.052676724	5.540089282	5.603774686	5.012568674	5.29963542	4.526903463	5.972003304	5.30912767	6.417852515	5.794502512	5.705977902	5.737957106	5.725741157	5.355674106	5.917193037	4.794762418	5.879297337	5.004800986	6.17718696	5.497399469	4.891419187	5.119909464	5.211271834	4.335569006	4.856653769	5.106152865	5.950312876	4.850332715	5.21800615	5.370513052	5.682666927	5.609991295	5.324090516	4.855657547	5.313729572	4.914723964	5.457025121	5.586764743	5.172060746	5.647122598	5.270279751	5.703857443	4.570462931	5.311430456	5.429839102	5.057594679	5.410522018	4.696735749	5.566206293	5.025028794	4.853995647
ACAP2	1.722466024	0	2.009586049	1.312277925	1.141868716	2.126532406	1.197446064	1.98550043	1.03796785	1.701918647	1.40780593	0.748461233	0.629162305	1.329602023	1.242856524	1.718087584	0	0.742724863	1.542670779	0.019108823	1.461179281	0	0.591360272	0.941106311	0	0.701918647	0.821029859	1.432959407	1.398715194	1.329602023	1.762703156	1.562344198	1.687060688	1.765534746	0	0	0.333423734	1.03796785	1.461179281	0	0	0.739848103	1.86393845	0.910732662	1.084064265	2.207892852	1.762703156	0	0	0.659924558	0.884923476	0.995182984	1.531069493	0.804604311	1.271027197	1.141868716	0.739848103	0.787989597	1.197446064	0	0	0.948600847	1.113255978	1.807354922	1.418639736	0	0.635367454	1.826463745	1.895302621	0.799087306	1.492280498	0	0	2.801848446	0.27897595	0.635367454	0.559083869	0.565597176	0.782408565	1.845322772	0	1.475084883	0	0	0	0	0.754174884	0	0	0.742724863
ACAT1	5.283798333	4.94204526	4.214642922	5.290571851	5.084347785	4.99442887	5.124466001	5.900303302	5.737957106	5.652486495	4.511805354	4.119356177	3.970853654	4.559899642	4.093109404	4.265536913	5.228049048	5.292290953	4.566003283	4.461615866	5.033276155	5.542464429	3.898530851	4.453078536	4.848330825	5.405878936	5.531277479	4.84565731	4.485641498	5.407352751	5.057594679	3.882969045	5.566206293	4.588164933	5.179378346	5.52627752	5.183486514	5.257010618	4.333423734	4.791640451	5.243999052	5.092545742	4.371558863	3.962240524	5.294008009	5.80451827	4.57167681	5.80451827	5.580346515	5.52627752	5.246408087	4.920928429	4.528154536	5.542464429	5.130793621	5.7473874	5.100276868	4.868225809	5.138049896	4.648465443	3.02266372	4.503772745	4.645778502	5.165911939	4.868225809	4.133399125	5.183486514	5.629453768	4.876107613	4.438292852	5.29963542	4.662395415	5.115754632	4.538331222	4.766241777	4.715161224	4.107687869	4.778208576	4.477677328	4.903841687	4.770124261	6.202678914	5.100276868	5.186923078	4.13422094	5.773293086	4.50589093	4.938285792	4.892391026	4.531901257
ACAT2	1.337235348	0	0	0.635367454	0	0	1.197446064	0.565597176	1.669026766	0	1.40780593	0.748461233	1.698959272	2.088593923	1.59454855	0	2.151642375	0	0.565597176	0.019108823	0	0.975752454	0.591360272	3.263034406	0.584962501	2.626049693	2.938599455	2.015545145	3.534393676	0	1.762703156	2.621368147	2.559083869	2.084064265	2.776805859	3.076673102	2.086330872	2.894009304	1.461179281	0.742724863	2.983069604	1.389566812	0	2.778208576	2.378511623	1.509273569	1.762703156	1.831877241	0	0	3.445373578	2.862616696	2.172060746	1.810100299	1.869213392	1.874469118	1.385891154	2.475084883	1.879705766	0.622930351	0	0.348610138	0	0.754174884	4.261781523	1.814208593	0	2.111031312	0.591360272	0	0.804604311	2.343881536	0	2.115477217	2.488000771	1.748461233	1.492280498	1.481987743	0.782408565	1.845322772	0.742724863	0	2.070389328	0	2.40780593	1.481987743	0	1.443606651	1.559083869	0.742724863
ACBD3	2.8372705	0	2.995182984	3.477245577	3.221361557	3.561529806	2.583358615	2.931052646	3.439623138	4.118248967	2.674309986	2.425817338	3.898853277	3.87774425	3.47940304	2.917113455	2.803915838	2.161350266	3.503348735	2.802537906	2.793549123	2.576925182	2.897240426	3.09085343	2.772589504	3.043811094	3.109917692	3.488857733	2.372952098	2.979415668	2.597729797	3.62058641	3.173660482	2.672048117	3.648465443	3.199541482	3.39962685	3.440952198	2.559083869	3.242856524	3.139687771	3.426712033	3.22342255	3.885574364	2.94673086	3.389566812	2.934830986	3.390484265	1.310340121	3.843983844	3.554998069	3.469017667	3.43206858	3.161350266	2.610385098	2.40780593	2.992164161	3.799778087	3.197446064	2.925999419	4.07952034	3.474219698	3.408711861	3.197446064	3.266036894	2.818305222	3.455053178	2.938599455	4.057739071	2.358021097	2.630716096	3.85432818	2.917749985	3.141868716	3.383128251	3.151642375	3.00839127	3.937030456	1.987927168	2.975141013	3.147306699	3.07153387	3.318075769	1.318075769	1.659924558	2.841302254	2.207892852	3.371094152	2.568032105	3.029747343
ACIN1	3.898853277	3.26102927	3.313729572	3.574908836	4.307914199	3.272520928	3.573697675	3.778909424	3.300123725	3.879705766	3.341036918	4.03972331	3.469017667	3.525233677	4.24361831	4.397802962	3.561529806	4.048178049	3.743802172	2.416839742	3.089159132	3.881990836	4.122672719	2.283921772	4.416839742	3.759865996	3.287373787	3.859307002	3.424026283	3.556633778	3.116586556	3.306456686	3.424026283	3.884272293	3.792855352	3.431177202	3.296702119	3.800813638	3.65229527	3.050791891	3.550079786	3.426712033	4.073534636	4.036210252	3.366438791	3.972079915	3.725741157	4.017625027	2.275007047	3.437405312	3.172594188	4.155425432	3.555816155	3.993976212	3.739128015	3.499101764	4.130107179	3.71735655	4.035037329	3.814208593	4.07952034	3.555816155	3.234194723	3.881990836	3.056583528	4.26403593	4.036210252	3.7322692	4.057739071	3.748103377	4.050791891	4.035037329	2.917749985	3.284415423	3.726831217	3.670915852	3.972692654	4.125155131	3.527320608	3.584160781	3.41774002	3.743802172	4.121568052	2.842643672	3.720643289	4.332946573	4.446035617	3.907211159	4.435850804	3.029747343
ACLY	5.443164582	4.991408467	5.568032105	5.357903839	5.209323387	5.327447853	5.687340687	5.088169871	5.035917111	5.886712714	5.328285968	5.457025121	5.365039248	5.088169871	4.771533487	4.397802962	4.828157646	5.731364291	5.2527285	4.934830986	4.986410935	5.13422094	5.958378712	4.873485127	5.13422094	5.017476563	5.292290953	5.451321027	4.770124261	4.241840184	5.605257263	5.101257864	3.570867671	5.170058578	5.975293897	5.320484678	5.433404615	5.257010618	4.333423734	5.387500406	4.816770349	5.173527238	4.800468536	5.198494154	6.006597245	5.387500406	4.764473551	5.337948906	4.732450113	4.273267213	4.948600847	5.451321027	4.770124261	3.660685273	4.946574918	4.810785827	4.678447558	5.317593505	5.497399469	4.76694846	5.014206492	5.802193217	5.223165087	5.191931068	6.076316801	5.270279751	5.506948857	5.279842694	5.125706199	5.966168952	4.929475413	5.490142221	4.855657547	5.221619342	5.497399469	5.319039816	5.257010618	5.035917111	5.588364849	4.986410935	4.942670887	5.008241853	4.916158134	4.738767837	5.290571851	4.488000771	5.288112432	5.8372705	4.975905274	5.153805336
ACO1	4.741466986	5.191931068	4.651912745	5.290571851	4.206330648	4.415037499	4.776454966	4.333423734	5.467714224	5.596637034	5.001652142	3.61156586	4.34506514	4.810785827	5.025028794	5.154885602	5.057594679	5.162961916	4.240059863	4.700809593	5.065227623	4.941419362	4.667892125	5.179378346	4.242856524	5.045850652	4.672802468	4.343644699	4.816940971	4.241840184	4.743084056	4.679010854	4.651912745	4.847495884	5.088169871	4.80769838	4.267785464	4.741466986	4.888174987	4.791640451	5.099295204	5.239550797	4.558675809	3.885574364	4.568640195	4.173127433	4.816599707	4.853995647	4.732450113	5.407352751	4.80769838	4.343881536	5.121568052	4.409164613	4.733354341	5.261781523	5.037821465	5.258518925	4.961623328	4.083780688	3.02266372	4.812498225	5.052531824	4.761285273	4.027979696	4.737506503	4.850332715	4.412104045	4.761285273	4.794762418	4.711494907	5.195872501	4.656496371	5.054124923	4.538331222	5.183486514	4.291063232	4.558675809	4.979720516	4.944077555	5.177386315	4.035037329	5.059470652	5.115754632	5.195872501	3.450661409	4.80512045	5.528779665	4.975905274	5.054124923
ACO2	5.627606838	5.958378712	6.16711703	6.363287909	6.605257263	5.84390012	5.832046086	6.15839089	6.17718696	5.827310944	5.987320866	6.033569833	5.433404615	5.305970521	6.309006369	5.578838103	6.296518589	5.505467542	5.731364291	5.407352751	5.586764743	5.867237549	5.568032105	5.816258361	5.934359234	6.72474121	6.009586049	5.417177412	6.033569833	6.320544849	5.987320866	5.212699025	6.861707287	5.665525421	5.509273569	5.958378712	6.258958551	6.324450605	5.841973119	5.548231098	6.444600814	6.344946823	5.792161248	5.691348047	6.520212692	6.052676724	5.605257263	6.497825231	5.335926241	6.444600814	6.206200388	5.659163443	6.374459919	6.848539485	5.253989266	5.391630262	6.408258967	6.473191618	6.103287808	6.040454121	6.009586049	6.028421811	5.317593505	5.881664619	6.076316801	6.296518589	5.84582455	5.379782669	6.16711703	5.568032105	6.340443582	6.170192142	6.482686971	6.030998118	6.076316801	6.221361557	5.947354459	6.113117036	5.540089282	6.181102551	6.194822505	6.076316801	6.129626475	6.106850796	5.290571851	5.631298336	6.099715999	6.04701482	6.563768278	6.206200388
